source,age_yrs,age_qtrs,FL_cm
otolith,0.252054795,1.008219178,30
otolith,0.287671233,1.150684932,30
otolith,0.219178082,0.876712329,31
otolith,0.271232877,1.084931507,31
otolith,0.279452055,1.117808219,31
otolith,0.326027397,1.304109589,31
otolith,0.260273973,1.04109589,32
otolith,0.284931507,1.139726027,32
otolith,0.265753425,1.063013699,33
otolith,0.315068493,1.260273973,33
otolith,0.315068493,1.260273973,36
otolith,0.265753425,1.063013699,37
otolith,0.378082192,1.512328767,37
otolith,0.364383562,1.457534247,38
otolith,0.383561644,1.534246575,38
otolith,0.350684932,1.402739726,39
otolith,0.353424658,1.41369863,39
otolith,0.383561644,1.534246575,40
otolith,0.405479452,1.621917808,40
otolith,0.383561644,1.534246575,41
otolith,0.402739726,1.610958904,41
otolith,0.410958904,1.643835616,41
otolith,0.419178082,1.676712329,42
otolith,0.383561644,1.534246575,43
otolith,0.41369863,1.654794521,43
otolith,0.449315068,1.797260274,43
otolith,0.512328767,2.049315068,43
otolith,0.421917808,1.687671233,44
otolith,0.484931507,1.939726027,45
otolith,0.512328767,2.049315068,45
otolith,0.517808219,2.071232877,45
otolith,0.663013699,2.652054795,45
otolith,0.504109589,2.016438356,46
otolith,0.58630137,2.345205479,48
otolith,0.643835616,2.575342466,48
otolith,0.646575342,2.58630137,48
otolith,0.534246575,2.136986301,49
otolith,0.616438356,2.465753425,50
otolith,0.630136986,2.520547945,50
otolith,0.673972603,2.695890411,50
otolith,0.745205479,2.980821918,51
otolith,0.616438356,2.465753425,52
otolith,0.679452055,2.717808219,52
otolith,0.778082192,3.112328767,53
otolith,0.849315068,3.397260274,53
otolith,0.791780822,3.167123288,54
otolith,0.843835616,3.375342466,54
otolith,0.879452055,3.517808219,54
otolith,0.890410959,3.561643836,54
otolith,0.868493151,3.473972603,55
otolith,0.876712329,3.506849315,55
otolith,0.97260274,3.890410959,55
otolith,0.84109589,3.364383562,56
otolith,0.947945205,3.791780822,56
otolith,1.005479452,4.021917808,56
otolith,0.931506849,3.726027397,59
otolith,0.879452055,3.517808219,61
otolith,0.997260274,3.989041096,66
otolith,1.117808219,4.471232877,67
otolith,1.37260274,5.490410959,68
otolith,1.331506849,5.326027397,69
tag_recap,0.611978328,2.447913311,44.00
tag_recap,0.625676958,2.502707832,43.00
tag_recap,0.633589844,2.534359376,49.00
tag_recap,0.639975522,2.559902089,49.00
tag_recap,0.646154936,2.584619745,48.00
tag_recap,0.652767926,2.611071705,44.00
tag_recap,0.653845912,2.615383649,54.00
tag_recap,0.655507652,2.622030609,45.50
tag_recap,0.656413878,2.625655514,50.00
tag_recap,0.664633057,2.658532226,52.00
tag_recap,0.666466556,2.665866225,54.60
tag_recap,0.667544542,2.67017817,61.00
tag_recap,0.681071413,2.724285651,48.50
tag_recap,0.686874767,2.747499067,54.00
tag_recap,0.691124091,2.764496362,47.00
tag_recap,0.692202077,2.768808307,48.40
tag_recap,0.692605672,2.77042269,48.00
tag_recap,0.695934547,2.783738187,48.00
tag_recap,0.701203865,2.804815459,47.00
tag_recap,0.708468673,2.833874692,45.00
tag_recap,0.708468673,2.833874692,48.00
tag_recap,0.709633177,2.838532707,53.00
tag_recap,0.712372903,2.849491611,48.00
tag_recap,0.717852355,2.871409419,53.00
tag_recap,0.719751479,2.879005917,48.50
tag_recap,0.719916713,2.879666851,46.00
tag_recap,0.722491205,2.889964821,61.50
tag_recap,0.725861399,2.903445596,40.00
tag_recap,0.730710383,2.922841533,52.00
tag_recap,0.730875617,2.923502467,49.00
tag_recap,0.733615343,2.934461371,48.00
tag_recap,0.733615343,2.934461371,53.00
tag_recap,0.736037693,2.944150772,52.00
tag_recap,0.736820303,2.947281213,45.70
tag_recap,0.736844279,2.947377117,47.00
tag_recap,0.744085111,2.976340445,56.70
tag_recap,0.745249615,2.980998461,45.00
tag_recap,0.747148739,2.988594958,48.00
tag_recap,0.749736323,2.998945293,50.50
tag_recap,0.750053699,3.000214796,50.00
tag_recap,0.75115066,3.00460264,49.60
tag_recap,0.753890386,3.015561544,47.00
tag_recap,0.754081273,3.016325092,48.00
tag_recap,0.756208519,3.024834077,50.00
tag_recap,0.756208519,3.024834077,52.00
tag_recap,0.760523468,3.04209387,55.00
tag_recap,0.761687971,3.046751885,51.00
tag_recap,0.763263194,3.053052774,52.80
tag_recap,0.763434953,3.053739814,48.20
tag_recap,0.764427697,3.057710789,48.00
tag_recap,0.76484929,3.059397161,52.20
tag_recap,0.766702881,3.066811526,45.70
tag_recap,0.769066548,3.076266191,53.00
tag_recap,0.769697016,3.078788062,43.20
tag_recap,0.770519629,3.082078516,51.00
tag_recap,0.770519629,3.082078516,51.00
tag_recap,0.771564499,3.086257995,53.00
tag_recap,0.771806274,3.087225095,51.00
tag_recap,0.780025452,3.120101807,50.00
tag_recap,0.780401512,3.121606046,46.20
tag_recap,0.782523403,3.130093612,52.00
tag_recap,0.783419622,3.133678486,36.00
tag_recap,0.784027372,3.136109489,48.40
tag_recap,0.784218259,3.136873037,60.00
tag_recap,0.786957985,3.147831941,52.00
tag_recap,0.789754228,3.15901691,52.00
tag_recap,0.790832214,3.163328855,47.00
tag_recap,0.791149589,3.164598357,55.00
tag_recap,0.792304258,3.169217032,51.80
tag_recap,0.793975535,3.175902142,41.00
tag_recap,0.798879632,3.195518528,49.90
tag_recap,0.801824762,3.207299048,61.00
tag_recap,0.802108493,3.208433974,48.00
tag_recap,0.80231932,3.209277279,53.00
tag_recap,0.80484822,3.219392878,51.00
tag_recap,0.805945181,3.223780722,46.00
tag_recap,0.806136067,3.22454427,47.00
tag_recap,0.80709881,3.22839524,55.00
tag_recap,0.807798772,3.231195087,50.00
tag_recap,0.809838536,3.239354144,54.00
tag_recap,0.810162438,3.240649752,55.00
tag_recap,0.810816882,3.243267528,45.70
tag_recap,0.811615519,3.246462078,50.80
tag_recap,0.811672036,3.246688143,44.90
tag_recap,0.812660389,3.250641557,51.00
tag_recap,0.812783666,3.251134665,52.00
tag_recap,0.813556608,3.254226432,39.30
tag_recap,0.814355245,3.257420982,49.00
tag_recap,0.815489748,3.261958992,53.00
tag_recap,0.815523392,3.262093569,52.50
tag_recap,0.817520051,3.270080203,50.00
tag_recap,0.818057714,3.272230856,54.00
tag_recap,0.818263118,3.273052473,51.10
tag_recap,0.819643811,3.278575243,50.00
tag_recap,0.820259777,3.281039107,51.50
tag_recap,0.821002844,3.284011377,46.00
tag_recap,0.82374257,3.294970281,45.80
tag_recap,0.824515512,3.298062048,48.30
tag_recap,0.826359019,3.305436077,62.00
tag_recap,0.826448652,3.305794608,58.40
tag_recap,0.829098745,3.316394981,46.00
tag_recap,0.829188378,3.316753512,52.00
tag_recap,0.829505754,3.318023015,43.00
tag_recap,0.830181122,3.320724488,55.90
tag_recap,0.831218681,3.324874724,54.00
tag_recap,0.831218681,3.324874724,54.00
tag_recap,0.831838471,3.327353886,47.00
tag_recap,0.833533328,3.334133311,56.00
tag_recap,0.834578197,3.33831279,55.00
tag_recap,0.83466783,3.33867132,46.00
tag_recap,0.836698133,3.346792532,48.00
tag_recap,0.836698133,3.346792532,50.80
tag_recap,0.837235796,3.348943185,57.50
tag_recap,0.837407556,3.349630224,49.10
tag_recap,0.83901278,3.356051119,54.00
tag_recap,0.840147282,3.360589129,54.00
tag_recap,0.840550878,3.362203512,54.50
tag_recap,0.840953868,3.363815473,45.70
tag_recap,0.840953868,3.363815473,48.30
tag_recap,0.842797376,3.371189502,50.00
tag_recap,0.842887008,3.371548033,51.00
tag_recap,0.842920653,3.37168261,50.00
tag_recap,0.846619478,3.386477913,49.30
tag_recap,0.847231958,3.388927831,50.00
tag_recap,0.847657037,3.390628149,50.80
tag_recap,0.848276828,3.39310731,48.00
tag_recap,0.849093934,3.396375736,48.30
tag_recap,0.849971684,3.399886735,43.00
tag_recap,0.849998226,3.399992904,32.00
tag_recap,0.8500282,3.400112801,47.00
tag_recap,0.851016554,3.404066214,44.40
tag_recap,0.85271141,3.41084564,48.00
tag_recap,0.853136489,3.412545957,53.10
tag_recap,0.853879557,3.415518227,56.00
tag_recap,0.855451136,3.421804544,57.00
tag_recap,0.856496006,3.425984023,53.00
tag_recap,0.857313112,3.429252449,53.00
tag_recap,0.858615941,3.434463765,49.00
tag_recap,0.858615941,3.434463765,52.00
tag_recap,0.859325364,3.437301457,52.00
tag_recap,0.85964274,3.43857096,49.00
tag_recap,0.860930588,3.443722352,54.00
tag_recap,0.86206509,3.448260361,41.00
tag_recap,0.862382466,3.449529864,48.70
tag_recap,0.862792564,3.451170257,49.00
tag_recap,0.864838461,3.459353843,50.40
tag_recap,0.865333018,3.461332074,49.50
tag_recap,0.866466556,3.465866225,56.60
tag_recap,0.868272016,3.473088065,49.00
tag_recap,0.868958879,3.475835517,54.50
tag_recap,0.869574845,3.478299381,56.10
tag_recap,0.870284268,3.481137074,50.50
tag_recap,0.870601644,3.482406577,52.00
tag_recap,0.872126542,3.488506166,53.80
tag_recap,0.873057639,3.492230555,54.60
tag_recap,0.875054297,3.50021719,48.50
tag_recap,0.875674088,3.502696351,50.60
tag_recap,0.875797365,3.503189459,50.40
tag_recap,0.877178057,3.508712229,48.00
tag_recap,0.878331687,3.513326747,48.20
tag_recap,0.878413814,3.513655255,53.10
tag_recap,0.878537091,3.514148364,52.00
tag_recap,0.878907042,3.515628169,48.20
tag_recap,0.87923092,3.516923682,50.00
tag_recap,0.87949619,3.517984762,53.00
tag_recap,0.87949619,3.517984762,53.00
tag_recap,0.880496659,3.521986636,51.00
tag_recap,0.880533749,3.522134998,50.00
tag_recap,0.882235916,3.528943666,57.00
tag_recap,0.882657509,3.530630037,55.00
tag_recap,0.883236385,3.53294554,52.00
tag_recap,0.883236385,3.53294554,52.50
tag_recap,0.883236385,3.53294554,54.10
tag_recap,0.884135041,3.536540163,51.80
tag_recap,0.884765509,3.539062035,49.00
tag_recap,0.886632992,3.546531968,58.40
tag_recap,0.888327848,3.553311393,55.00
tag_recap,0.888384365,3.553537458,54.00
tag_recap,0.889495995,3.55798398,52.00
tag_recap,0.889779726,3.559118905,59.00
tag_recap,0.890934395,3.56373758,54.00
tag_recap,0.891124091,3.564496362,50.40
tag_recap,0.891455563,3.565822253,55.00
tag_recap,0.891492654,3.565970614,50.60
tag_recap,0.892354219,3.569416876,54.00
tag_recap,0.892984687,3.571938747,41.00
tag_recap,0.894941803,3.579767211,52.00
tag_recap,0.895669277,3.582677106,52.40
tag_recap,0.896935015,3.587740061,54.00
tag_recap,0.897998904,3.591995618,54.40
tag_recap,0.898674273,3.594697091,53.00
tag_recap,0.899286752,3.597147009,55.00
tag_recap,0.900331622,3.601326488,48.10
tag_recap,0.903478356,3.613913426,45.00
tag_recap,0.904153725,3.616614899,55.00
tag_recap,0.905191284,3.620765135,49.00
tag_recap,0.905191284,3.620765135,50.00
tag_recap,0.909367907,3.637471627,55.00
tag_recap,0.909367907,3.637471627,55.00
tag_recap,0.91005477,3.640219078,49.90
tag_recap,0.910670736,3.642682943,47.80
tag_recap,0.911532301,3.646129204,58.00
tag_recap,0.912230997,3.648923988,53.00
tag_recap,0.912230997,3.648923988,53.30
tag_recap,0.916886363,3.667545453,53.00
tag_recap,0.917852355,3.671409419,60.00
tag_recap,0.919632981,3.678531925,50.00
tag_recap,0.920450175,3.6818007,55.00
tag_recap,0.922339063,3.689356252,58.00
tag_recap,0.924369366,3.697477464,71.00
tag_recap,0.925885375,3.7035415,48.50
tag_recap,0.927852159,3.711408638,55.00
tag_recap,0.928545989,3.714183956,52.40
tag_recap,0.929811728,3.71924691,56.00
tag_recap,0.930468608,3.721874434,52.00
tag_recap,0.930558241,3.722232964,51.60
tag_recap,0.931285715,3.72514286,51.60
tag_recap,0.933615343,3.734461371,52.00
tag_recap,0.934025441,3.736101764,51.90
tag_recap,0.93532827,3.74131308,52.00
tag_recap,0.936071337,3.74428535,50.00
tag_recap,0.936071337,3.74428535,56.00
tag_recap,0.936189835,3.744759341,46.00
tag_recap,0.936355069,3.745420275,43.20
tag_recap,0.936765167,3.747060668,57.00
tag_recap,0.937030437,3.748121748,56.00
tag_recap,0.938030906,3.752123623,50.00
tag_recap,0.938030906,3.752123623,53.00
tag_recap,0.938067996,3.752271984,51.00
tag_recap,0.938067996,3.752271984,61.00
tag_recap,0.939094795,3.756379179,45.00
tag_recap,0.944167239,3.776668954,48.50
tag_recap,0.944290516,3.777162062,54.20
tag_recap,0.944785073,3.779140293,54.40
tag_recap,0.946250084,3.785000335,60.00
tag_recap,0.946906965,3.787627858,53.00
tag_recap,0.947989341,3.791957365,45.00
tag_recap,0.948601821,3.794407283,56.20
tag_recap,0.948819753,3.795279014,50.00
tag_recap,0.94898981,3.795959239,54.00
tag_recap,0.94898981,3.795959239,55.30
tag_recap,0.9490269,3.796107601,48.00
tag_recap,0.950729067,3.802916269,51.60
tag_recap,0.95115066,3.80460264,54.00
tag_recap,0.951729536,3.806918143,55.00
tag_recap,0.953326887,3.81330755,58.60
tag_recap,0.953890386,3.815561544,51.00
tag_recap,0.95524942,3.820997679,52.00
tag_recap,0.958272877,3.833091508,49.00
tag_recap,0.958662143,3.834648571,50.80
tag_recap,0.961401869,3.845607475,52.00
tag_recap,0.961401869,3.845607475,52.80
tag_recap,0.961477837,3.84591135,55.00
tag_recap,0.963838549,3.855354196,57.00
tag_recap,0.964141595,3.856566379,52.00
tag_recap,0.964162427,3.856649709,55.00
tag_recap,0.965428166,3.861712664,51.00
tag_recap,0.965428166,3.861712664,54.50
tag_recap,0.966326822,3.865307287,54.00
tag_recap,0.966902153,3.867608613,59.70
tag_recap,0.966902153,3.867608613,61.00
tag_recap,0.967167423,3.868669693,55.00
tag_recap,0.969621047,3.878484187,54.00
tag_recap,0.969641879,3.878567517,54.00
tag_recap,0.970576145,3.882304582,51.60
tag_recap,0.970944708,3.883778833,53.00
tag_recap,0.971564499,3.886257995,51.50
tag_recap,0.971687776,3.886751103,49.70
tag_recap,0.971687776,3.886751103,55.00
tag_recap,0.972360773,3.889443091,51.00
tag_recap,0.97250497,3.890019879,52.00
tag_recap,0.973647344,3.894589376,50.80
tag_recap,0.976576609,3.906306438,62.00
tag_recap,0.977840225,3.911360899,56.00
tag_recap,0.977984422,3.911937687,56.00
tag_recap,0.978126327,3.91250531,52.00
tag_recap,0.978126327,3.91250531,54.50
tag_recap,0.979783677,3.919134708,53.00
tag_recap,0.980025452,3.920101807,54.00
tag_recap,0.980579951,3.922319804,58.00
tag_recap,0.980600783,3.922403134,54.00
tag_recap,0.980724148,3.922896591,64.00
tag_recap,0.981866522,3.927466088,54.00
tag_recap,0.982765178,3.931060711,45.00
tag_recap,0.982765178,3.931060711,52.00
tag_recap,0.983340509,3.933362038,57.00
tag_recap,0.983419622,3.933678486,42.00
tag_recap,0.983463874,3.933855495,52.00
tag_recap,0.983463874,3.933855495,53.30
tag_recap,0.98408508,3.936340319,47.00
tag_recap,0.987345974,3.949383897,56.50
tag_recap,0.987383065,3.949532258,56.40
tag_recap,0.988409863,3.953639453,42.00
tag_recap,0.988496083,3.953984333,53.30
tag_recap,0.9900857,3.960342801,66.00
tag_recap,0.99027524,3.961100959,54.00
tag_recap,0.991149589,3.964598357,55.50
tag_recap,0.991538855,3.96615542,52.30
tag_recap,0.991538855,3.96615542,54.00
tag_recap,0.991538855,3.96615542,58.00
tag_recap,0.9916388,3.966555199,49.30
tag_recap,0.991683052,3.966732207,56.00
tag_recap,0.993889315,3.975557262,53.00
tag_recap,0.994278581,3.977114324,56.50
tag_recap,0.996338418,3.985353672,54.80
tag_recap,0.996463808,3.985855232,51.00
tag_recap,0.996629041,3.986516166,54.00
tag_recap,0.997018307,3.988073228,64.00
tag_recap,0.999368767,3.99747507,53.00
tag_recap,0.999758033,3.999032132,56.00
tag_recap,1.000465729,4.001862914,53.30
tag_recap,1.001522284,4.006089138,54.00
tag_recap,1.002497759,4.009991036,52.00
tag_recap,1.002497759,4.009991036,55.20
tag_recap,1.002783862,4.011135447,60.00
tag_recap,1.003205455,4.012821818,51.00
tag_recap,1.003396341,4.013585366,53.30
tag_recap,1.00375915,4.015036599,47.80
tag_recap,1.003821421,4.015285683,62.00
tag_recap,1.004162013,4.016648051,55.00
tag_recap,1.005523588,4.022094351,52.40
tag_recap,1.005945181,4.023780722,50.00
tag_recap,1.009420702,4.037682808,56.00
tag_recap,1.009741463,4.03896585,54.00
tag_recap,1.010010296,4.040041183,57.00
tag_recap,1.012578262,4.050313048,52.90
tag_recap,1.013456663,4.053826653,54.50
tag_recap,1.013477496,4.053909983,52.00
tag_recap,1.014743234,4.058972938,53.00
tag_recap,1.014780325,4.059121299,48.00
tag_recap,1.01601795,4.0640718,50.80
tag_recap,1.016196389,4.064785557,55.00
tag_recap,1.016196389,4.064785557,58.00
tag_recap,1.016340586,4.065362344,53.00
tag_recap,1.016482492,4.065929967,56.00
tag_recap,1.018263118,4.073052473,69.00
tag_recap,1.018936115,4.075744461,53.10
tag_recap,1.019643811,4.078575243,58.00
tag_recap,1.020785558,4.083142234,55.00
tag_recap,1.021372796,4.085491183,50.00
tag_recap,1.021675841,4.086703365,57.00
tag_recap,1.022999503,4.091998012,56.00
tag_recap,1.023708926,4.094835704,51.40
tag_recap,1.025239604,4.100958417,49.00
tag_recap,1.025370666,4.101482664,49.00
tag_recap,1.025739229,4.102956916,51.00
tag_recap,1.026179819,4.104719275,57.90
tag_recap,1.026600794,4.106403177,53.00
tag_recap,1.026600794,4.106403177,54.00
tag_recap,1.027155293,4.108621173,52.00
tag_recap,1.027155293,4.108621173,61.00
tag_recap,1.027231262,4.108925048,54.70
tag_recap,1.027255238,4.109020952,56.00
tag_recap,1.02729949,4.109197961,51.00
tag_recap,1.02729949,4.109197961,61.00
tag_recap,1.027441396,4.109765584,52.30
tag_recap,1.028919545,4.115678179,56.00
tag_recap,1.029505754,4.118023015,58.00
tag_recap,1.029895019,4.119580078,52.40
tag_recap,1.032189654,4.128758618,58.00
tag_recap,1.032655578,4.130622312,58.00
tag_recap,1.032778942,4.131115769,57.00
tag_recap,1.033342441,4.133369763,53.60
tag_recap,1.033958407,4.135833628,54.00
tag_recap,1.033958407,4.135833628,56.00
tag_recap,1.034398997,4.137595987,54.00
tag_recap,1.034578197,4.13831279,52.40
tag_recap,1.034578197,4.13831279,62.00
tag_recap,1.037317923,4.149271694,56.00
tag_recap,1.041752506,4.167010023,58.00
tag_recap,1.042140495,4.168561979,54.00
tag_recap,1.042920653,4.17168261,53.30
tag_recap,1.04303915,4.172156602,56.70
tag_recap,1.04303915,4.172156602,59.00
tag_recap,1.04359365,4.174374598,49.40
tag_recap,1.043737846,4.174951385,57.00
tag_recap,1.044917311,4.179669244,53.00
tag_recap,1.045357901,4.181431604,54.00
tag_recap,1.045660379,4.182641514,56.00
tag_recap,1.045778876,4.183115506,59.50
tag_recap,1.04744989,4.189799562,54.00
tag_recap,1.047580358,4.190321433,55.60
tag_recap,1.047619947,4.190479787,57.10
tag_recap,1.049073102,4.196292406,53.00
tag_recap,1.049093934,4.196375736,53.00
tag_recap,1.049093934,4.196375736,54.00
tag_recap,1.049217298,4.196869194,53.00
tag_recap,1.050320084,4.201280337,54.00
tag_recap,1.050837353,4.203349412,58.00
tag_recap,1.052520523,4.210082092,51.00
tag_recap,1.053577079,4.214308316,51.00
tag_recap,1.053577079,4.214308316,60.00
tag_recap,1.05375628,4.215025118,50.00
tag_recap,1.054573386,4.218293545,59.00
tag_recap,1.05469675,4.218787002,48.00
tag_recap,1.058615941,4.234463765,50.00
tag_recap,1.059056531,4.236226124,55.00
tag_recap,1.059359009,4.237436035,56.00
tag_recap,1.060052838,4.240211353,48.60
tag_recap,1.060176203,4.24070481,57.00
tag_recap,1.061278988,4.245115954,55.30
tag_recap,1.061355667,4.245422669,52.00
tag_recap,1.061355667,4.245422669,54.00
tag_recap,1.061796257,4.247185028,58.00
tag_recap,1.063670314,4.254681256,53.00
tag_recap,1.063670314,4.254681256,58.00
tag_recap,1.064058303,4.256233212,53.00
tag_recap,1.064058303,4.256233212,53.00
tag_recap,1.064535983,4.258143932,58.00
tag_recap,1.065193525,4.260774099,54.00
tag_recap,1.065511458,4.262045831,58.00
tag_recap,1.065655655,4.262622618,54.00
tag_recap,1.068251184,4.273004735,53.40
tag_recap,1.070015435,4.280061741,58.00
tag_recap,1.071277012,4.28510805,53.00
tag_recap,1.072277481,4.289109924,56.30
tag_recap,1.073730636,4.294922543,54.00
tag_recap,1.074438331,4.297753325,61.00
tag_recap,1.074629218,4.298516872,54.90
tag_recap,1.075017207,4.300068828,49.00
tag_recap,1.075494887,4.301979549,57.20
tag_recap,1.075674088,4.302696351,55.00
tag_recap,1.077756933,4.311027732,53.00
tag_recap,1.078503447,4.314013786,55.90
tag_recap,1.079210088,4.316840351,55.00
tag_recap,1.079210088,4.316840351,56.00
tag_recap,1.079210088,4.316840351,56.00
tag_recap,1.080457071,4.321828283,53.30
tag_recap,1.080457071,4.321828283,54.00
tag_recap,1.080457071,4.321828283,56.00
tag_recap,1.080533749,4.322134998,64.00
tag_recap,1.08095765,4.323830598,56.00
tag_recap,1.080974339,4.323897357,55.00
tag_recap,1.081395315,4.325581259,55.30
tag_recap,1.083196797,4.332787187,55.00
tag_recap,1.083196797,4.332787187,58.70
tag_recap,1.083714065,4.334856261,62.00
tag_recap,1.084016543,4.336066172,53.30
tag_recap,1.085936523,4.343746091,55.00
tag_recap,1.087450098,4.349800394,55.00
tag_recap,1.088136961,4.352547846,50.00
tag_recap,1.088136961,4.352547846,56.00
tag_recap,1.088327848,4.353311393,45.00
tag_recap,1.089193517,4.356774069,59.00
tag_recap,1.089495995,4.35798398,54.00
tag_recap,1.089779726,4.359118905,53.00
tag_recap,1.090189825,4.360759298,58.40
tag_recap,1.091415975,4.365663899,55.00
tag_recap,1.091933243,4.367732974,57.00
tag_recap,1.092519452,4.37007781,52.70
tag_recap,1.093616413,4.374465654,55.20
tag_recap,1.09485217,4.37940868,50.00
tag_recap,1.095330511,4.381322045,56.10
tag_recap,1.095669277,4.382677106,51.40
tag_recap,1.096686788,4.386747153,61.00
tag_recap,1.097412695,4.389650782,60.00
tag_recap,1.097681529,4.390726115,56.00
tag_recap,1.098532367,4.394129468,60.00
tag_recap,1.098750188,4.395000753,60.00
tag_recap,1.099711832,4.398847327,55.00
tag_recap,1.101148729,4.404594914,62.00
tag_recap,1.103160981,4.412643923,54.00
tag_recap,1.103160981,4.412643923,57.00
tag_recap,1.103160981,4.412643923,57.30
tag_recap,1.103187733,4.412750933,55.00
tag_recap,1.103867622,4.415470488,53.00
tag_recap,1.105631874,4.422527494,55.00
tag_recap,1.105631874,4.422527494,58.70
tag_recap,1.106607348,4.426429393,56.00
tag_recap,1.106628181,4.426512723,53.30
tag_recap,1.106751545,4.42700618,57.20
tag_recap,1.106969366,4.427877466,62.00
tag_recap,1.10750593,4.430023722,55.00
tag_recap,1.108957809,4.435831234,51.00
tag_recap,1.109633177,4.438532707,52.00
tag_recap,1.110463589,4.441854356,49.00
tag_recap,1.111290526,4.445162105,56.00
tag_recap,1.113333783,4.453335132,54.00
tag_recap,1.113751054,4.455004215,53.00
tag_recap,1.114272027,4.457088109,51.00
tag_recap,1.114523481,4.458093923,53.20
tag_recap,1.114826526,4.459306105,50.00
tag_recap,1.117566252,4.470265009,56.00
tag_recap,1.117566252,4.470265009,68.50
tag_recap,1.117928271,4.471713082,53.30
tag_recap,1.119632981,4.478531925,59.00
tag_recap,1.120305978,4.481223913,54.00
tag_recap,1.120305978,4.481223913,55.00
tag_recap,1.121552961,4.486211844,68.00
tag_recap,1.122372707,4.489490829,66.00
tag_recap,1.123331807,4.493327228,58.40
tag_recap,1.123407723,4.49363089,56.00
tag_recap,1.124989156,4.499956625,53.00
tag_recap,1.12578543,4.503141721,60.00
tag_recap,1.125929627,4.503718509,59.60
tag_recap,1.126493126,4.505972503,52.00
tag_recap,1.128525156,4.514100625,58.00
tag_recap,1.128545989,4.514183956,56.00
tag_recap,1.128669353,4.514677413,59.00
tag_recap,1.131264882,4.52505953,56.00
tag_recap,1.131409079,4.525636317,54.50
tag_recap,1.131409079,4.525636317,55.90
tag_recap,1.132551454,4.530205814,61.50
tag_recap,1.133029134,4.532116535,52.00
tag_recap,1.134148805,4.536595221,54.00
tag_recap,1.134366627,4.537466507,55.00
tag_recap,1.134770011,4.539080045,55.00
tag_recap,1.13594806,4.543792242,54.00
tag_recap,1.136071337,4.54428535,57.80
tag_recap,1.137642917,4.550571667,56.00
tag_recap,1.139094795,4.556379179,54.00
tag_recap,1.13948406,4.557936242,59.60
tag_recap,1.139504893,4.558019572,57.20
tag_recap,1.140770632,4.563082527,48.00
tag_recap,1.141669287,4.56667715,53.00
tag_recap,1.142223787,4.568895146,60.00
tag_recap,1.142223787,4.568895146,62.50
tag_recap,1.142367983,4.569471933,55.00
tag_recap,1.143988038,4.575952152,50.00
tag_recap,1.146210495,4.584841981,54.00
tag_recap,1.147313973,4.589255892,47.00
tag_recap,1.147703239,4.590812954,57.00
tag_recap,1.147703239,4.590812954,64.00
tag_recap,1.147989341,4.591957365,63.00
tag_recap,1.148065257,4.592261027,61.10
tag_recap,1.148410934,4.593643736,74.00
tag_recap,1.1490269,4.596107601,53.00
tag_recap,1.1490269,4.596107601,66.00
tag_recap,1.150053699,4.600214796,61.00
tag_recap,1.151689947,4.60675979,63.00
tag_recap,1.152476049,4.609904197,58.00
tag_recap,1.152509694,4.610038775,56.00
tag_recap,1.153182691,4.612730762,53.30
tag_recap,1.153182691,4.612730762,57.00
tag_recap,1.153544709,4.614178836,53.00
tag_recap,1.155367918,4.62147167,50.40
tag_recap,1.155943249,4.623772997,54.00
tag_recap,1.156066613,4.624266454,54.50
tag_recap,1.157246078,4.628984313,56.00
tag_recap,1.157246078,4.628984313,57.00
tag_recap,1.158682975,4.634731901,49.00
tag_recap,1.158682975,4.634731901,59.00
tag_recap,1.159909125,4.639636502,56.00
tag_recap,1.159948714,4.639794855,65.00
